标准号,国际标准编号,采标类型
GB/T 32640-2016,,
GB/Z 22203-2016,,
GB/T 18759.5-2016,,
GB/T 32581-2016,IEC 62642-1:2010,非等效采用
GB/T 32512-2016,,
GB/T 32492-2016,,
GB/T 32558-2016,ISO 5415:2007,等同采用
GB/T 32556.1-2016,ISO 3937-1:2008,修改采用
GB/T 32556.2-2016,ISO 3937-2:2008,修改采用
GB/T 32503.1-2016,,
GB/T 32496-2016,,
GB/T 32547-2016,,
GB/T 2900.20-2016,IEC 60050(441):1984,修改采用
GB/T 32545-2016,,
GB/T 32548-2016,ISO 16918-1:2009,修改采用
GB/T 1443-2016,ISO 296:1991,修改采用
GB/T 1114-2016,ISO 2586:1985,修改采用
GB/T 16459-2016,ISO 8688-1:1989,等同采用
GB/T 32556.3-2016,ISO 3937-3:2008,修改采用
GB/T 2970-2016,,
GB/T 30069.2-2016,ISO 26203-2:2011,修改采用
GB/T 16460-2016,ISO 8688-2:1989,修改采用
GB/T 16461-2016,ISO 3685:1993,修改采用
GB/T 6078-2016,ISO 866:1975、ISO 2540:1973、ISO 2541:1972,修改采用
GB/T 32568-2016,,
GB/T 32478-2016,IEC 61923:1997,等同采用
GB/T 32524.1-2016,,
GB/T 16296.2-2016,ISO 8253-2:2009,等同采用
GB/T 1592.1-2016,ISO 500-1:2014,修改采用
GB/T 2-2016,ISO 4753:2011,修改采用
GB/T 15574-2016,ISO 6929:2013,修改采用
GB/T 6176-2016,ISO 8674:2012,修改采用
GB/T 5786-2016,ISO 8676:2011,修改采用
GB/T 16674.1-2016,ISO 15071:2011,修改采用
GB/T 16674.2-2016,ISO 15072,修改采用
GB/T 9097-2016,ISO 4498:2010,等同采用
GB/T 20100-2016,,
GB/T 4854.9-2016,ISO 389-9:2009,等同采用
GB/T 32524.2-2016,,
GB/T 4879-2016,,
GB/T 6730.36-2016,ISO 5418-2:2006,修改采用
GB/T 32563-2016,,
GB/T 889.2-2016,ISO 10512:2012,修改采用
GB/T 32559-2016,,
GB/T 10067.8-2016,,
GB/T 17505-2016,ISO 404:2013,修改采用
GB/T 32526-2016,,
GB/T 32525-2016,,
GB/T 17948.5-2016,IEC/T 17948.5-2007,等同采用
GB/T 6182-2016,ISO 7041:2012,修改采用
GB/T 18925-2016,,
GB/T 32549-2016,,
GB/T 32472-2016,,
GB/T 31052.10-2016,,
GB/T 32522-2016,,
GB/T 32536-2016,,
GB/T 32518.1-2016,,
GB/T 32498-2016,,
GB/T 5586-2016,,
GB/T 5587-2016,,
GB/T 14203-2016,,
GB/T 9766.5-2016,,
GB/T 9766.4-2016,,
GB/T 1592.3-2016,ISO 500-3:2014,修改采用
GB/T 6172.1-2016,ISO 4035:2012,修改采用
GB/T 6175-2016,ISO 4033:2012,修改采用
GB/Z 32564-2016,ISO/TR 16224:2012,修改采用
GB/T 19749.1-2016,IEC 60358-1:2012,修改采用
GB/T 3098.3-2016,ISO 898-5:2012,修改采用
GB/T 13075-2016,,
GB/T 5785-2016,ISO 8765:2011,修改采用
GB/T 5783-2016,ISO 4017:2014,修改采用
GB/T 6882-2016,ISO 3745:2012,等同采用
GB/T 17897-2016,,
GB/T 20343-2016,ISO 2332:2009,等同采用
GB/T 20341-2016,ISO 15077:2008,等同采用
GB/T 19355.2-2016,ISO 14713-2:2009,修改采用
GB/T 19355.3-2016,ISO 14713-3:2009,修改采用
GB/T 10855-2016,,
GB/T 32534-2016,,
GB/T 1796.5-2016,,
GB/T 1796.1-2016,ISO 9413:1998,非等效采用
GB/T 19355.1-2016,ISO 14713-1:2009,修改采用
GB/T 16842-2016,IEC 61032:1997,等同采用
GB/T 32523-2016,,
GB/T 19040-2016,ISO 10998:2008,修改采用
GB/T 65-2016,ISO 1207:2011,修改采用
GB/T 68-2016,ISO 2009:2011,修改采用
GB/T 818-2016,ISO 7045:2011,修改采用
GB/T 32535-2016,,
GB/T 3767-2016,ISO 3744:2010,等同采用
GB/T 6183.1-2016,ISO 7043:2012,修改采用
GB/T 819.2-2016,ISO 7046-2:2011,修改采用
GB/T 32515-2016,,
GB/T 32561.2-2016,,
GB/T 32561.3-2016,,
GB/T 32561.1-2016,,
GB/T 32560-2016,,
GB/T 19142-2016,,
GB/T 13521-2016,,
GB/T 823-2016,,
GB/T 16824.2-2016,ISO 10509:2012,修改采用
GB/T 9766.3-2016,ISO 14960:2004,修改采用
GB/T 14598.302-2016,,
GB/T 7261-2016,,
GB/T 32474-2016,,
GB/T 6974.6-2016,,
GB/T 32487-2016,,
GB/T 32538.2-2016,ISO 5692-2:2002,等同采用
GB/T 32538.1-2016,ISO 5692-1:2004,等同采用
GB/T 32489-2016,,
GB/T 14048.7-2016,IEC 60947-7-1:2009,修改采用
GB/T 32473-2016,,
GB/T 32527-2016,,
GB/T 3106-2016,ISO 888:2012,修改采用
GB/T 5782-2016,ISO 4014:2011,修改采用
GB/T 32499-2016,IEC 61545:1996,修改采用
GB/T 32493-2016,,
GB/T 32530-2016,ISO 11837:2011,等同采用
GB/T 32573-2016,,
GB/Z 32519.1-2016,,
GB/Z 32519.3-2016,,
GB/T 32514.1-2016,ISO 17657-1:2005,等同采用
GB/T 32471-2016,,
GB/T 12009.4-2016,ISO 14896:2009,非等效采用
GB/T 32483.3-2016,IEC 62442-3:2014,等同采用
GB/T 32505-2016,,
GB/T 32529-2016,,
GB/T 32620.1-2016,IEC 61982-1:2012,修改采用
GB/T 32543-2016,,
GB/T 32542-2016,,
GB/T 7920.4-2016,,
GB/T 31897.201-2016,IEC 62722-2-1:2014,等同采用
GB/T 32565-2016,ISO 16242:2011,等同采用
GB/T 32495-2016,ISO 12406:2010,等同采用
GB/Z 32494-2016,ISO/TR 18394:2006,等同采用
GB/T 20140-2016,,
GB/T 3667.1-2016,IEC 60252-1:2013,等同采用
GB/T 3667.2-2016,IEC 60252-2:2013,等同采用
GB/T 32569-2016,,
GB/T 1592.2-2016,ISO 500-2:2004,修改采用
GB/T 41-2016,ISO 4034:2012,修改采用
GB/T 6174-2016,ISO 4036:2012,修改采用
GB/Z 32490-2016,ISO/TR 18932:2005,等同采用
GB/T 4336-2016,,
GB/T 32553-2016,,
GB/T 32479-2016,,
GB/T 32554-2016,,
GB/T 13004-2016,,
GB/T 32557.2-2016,ISO 26623-2:2008,等同采用
GB/Z 16935.6-2016,IEC/TR 60664-2-2:2002,等同采用
GB/T 6083-2016,ISO 2490:2007,修改采用
GB/T 32531-2016,,
GB/T 32475-2016,,
GB/T 23724.1-2016,ISO 9927-1:2013,等同采用
GB/T 32557.1-2016,ISO 26623-1:2008,等同采用
GB/T 32488-2016,ISO 16132:2004,修改采用
GB/T 32477-2016,,
GB/T 32532-2016,ISO 6848:2004,修改采用
GB/T 2637-2016,ISO 9187-1:2010；ISO 9187-2:2010,非等效采用
GB/T 32620.2-2016,,
GB/T 6046-2016,,
GB/T 32540-2016,,
GB/T 32485-2016,ISO 12819:2009,等同采用
GB/Z 32519.2-2016,,
GB/T 6044-2016,,
GB/T 5398-2016,,
GB/T 16896.2-2016,IEC 61083-2:2013,修改采用
GB/T 32480-2016,ISO 20727:2004,等同采用
GB/T 32510-2016,,
GB/T 32506-2016,,
GB/T 10284-2016,,
GB/T 32533-2016,ISO 18275:2011,修改采用
GB/T 32571-2016,,
GB/T 32550-2016,ISO 17864:2005,修改采用
GB/T 5027-2016,ISO 10113:2006,修改采用
GB/T 32570-2016,,
GB/T 12009.2-2016,ISO 15028:2004,非等效采用
GB/Z 32500-2016,,
GB/T 32521-2016,,
GB/T 32544-2016,,
GB/T 20833.2-2016,IEC/TS 60034-27-2:2012,等同采用
GB/T 10283-2016,,
GB/T 20448.2-2016,ISO 8082-2:2011,等同采用
GB/T 32504-2016,,
GB/T 32566-2016,ISO 18172-1:2007,非等效采用
GB/T 29024.2-2016,ISO 21501-2:2007,等同采用
GB/T 12145-2016,,
GB/T 7284-2016,,
GB/Z 32513-2016,,
GB/T 17885-2016,IEC 61095:2009 Ed2.0,等同采用
GB/T 32528-2016,,
GB/T 6730.1-2016,ISO 7764:2006,修改采用
GB/T 14048.18-2016,IEC 60947-7-3:2009,等同采用
GB/Z 18509-2016,IEC Guide 107:2009,非等效采用
GB/T 6084-2016,ISO 4468:2009,修改采用
GB/T 22715-2016,IEC 60034-15:2009,等同采用
GB/T 4831-2016,,
GB/T 17948.7-2016,IEC 60034-18-1:2010,等同采用
GB/T 32469-2016,,
GB/T 32491-2016,,
GB/T 32546-2016,,
GB/T 29023.2-2016,ISO 20998-2:2013,等同采用
GB/T 12464-2016,,
GB/T 10171-2016,,
GB/T 32541-2016,,
GB/T 31052.7-2016,,
GB/T 32516-2016,,
GB/T 20041.25-2016,IEC 61386-25:2011,修改采用
GB/T 12009.5-2016,ISO 14898:1999,非等效采用
GB/T 6171-2016,ISO 8673:2012,修改采用
GB/T 16939-2016,,
GB/T 5780-2016,ISO 4016:2011,修改采用
GB/T 6730.72-2016,,
GB/T 20303.1-2016,ISO 8566-1:2010,等同采用
GB/T 20408-2016,,
GB/T 10233-2016,,
GB/T 5781-2016,ISO 4018:2011,修改采用
GB/T 6183.2-2016,ISO 12125:2012,修改采用
GB/T 6185.1-2016,ISO 7042:2012,修改采用
GB/T 6185.2-2016,ISO 10513:2012,修改采用
GB/T 6187.1-2016,ISO 7044:2012,修改采用
GB/T 6187.2-2016,ISO 12126:2012,修改采用
GB/T 7144-2016,,
GB/T 14598.149-2016,IEC 60255-149:2013,等同采用
GB/T 32497-2016,,
GB/T 32481-2016,,
GB/T 32537-2016,,
GB/T 32502-2016,,
GB/T 32551-2016,,
GB/T 32552-2016,ISO 10893-12:2011,等同采用
GB/T 32476-2016,,
GB/T 32486-2016,,
GB/T 2550-2016,ISO 3821:2008,修改采用
GB/T 18737.7-2016,ISO 8116-7:1995,修改采用
GB/T 32562-2016,,
GB/T 15370.6-2016,,
GB/T 18737.9-2016,ISO 8116-9:1991,修改采用
GB/T 3797-2016,,
GB/T 32509-2016,,
GB/T 32539-2016,,
GB/T 32508-2016,IEC 62697-1:2012,修改采用
GB/T 822-2016,ISO 7048:2011,修改采用
GB/T 14991-2016,,
GB/T 3098.5-2016,ISO 2702:2011,修改采用
GB/T 6172.2-2016,ISO 10511:2012,修改采用
GB/T 6177.1-2016,ISO 4161:2012,修改采用
GB/T 6177.2-2016,ISO 10663:2012,修改采用
GB/T 67-2016,ISO 1580:2011,修改采用
GB/T 5959.11-2016,IEC 60519-11:2007,等同采用
GB/T 10066.11-2016,IEC 60683:2011,等同采用
GB/T 32511-2016,,
GB/T 32514.4-2016,ISO 17657-4:2005,等同采用
GB/T 69-2016,ISO 1207:2011,修改采用
GB/T 819.1-2016,ISO 7046-1:2011,修改采用
GB/T 32567-2016,,
GB/T 32514.3-2016,ISO 17657-3:2005,等同采用
GB/T 32514.2-2016,ISO 17657-2:2005,等同采用
GB/T 32514.5-2016,ISO 17657-5:2005,等同采用
GB/T 18802.21-2016,IEC 61643-21:2012,等同采用
GB/T 33368-2016,,
GB/T 26494-2016,,
GB/Z 33440-2016,,
GB/T 33449-2016,,
GB/T 33393-2016,,
GB/T 21478-2016,ISO 16165:2013,等同采用
GB 4660-2016,,
GB/T 33455-2016,,
GB/T 33458-2016,,
GB/T 33435-2016,ISO 12133:2011,等同采用
GB/T 33383-2016,,
GB/T 33372-2016,,
GB/T 33445-2016,,
GB/T 33423-2016,,
GB/T 33411-2016,,
GB/T 33475.2-2016,,
GB/T 8289-2016,ISO 2004:2010,等同采用
GB/T 8300-2016,ISO 125:2011,等同采用
GB/T 33233-2016,,
GB/T 33288-2016,,
GB/T 33287-2016,,
GB/T 33223-2016,,
GB/T 33000-2016,,
GB/T 33285-2016,,
GB/T 33296-2016,,
GB/T 33588.6-2016,IEC 62561-6:2011,等同采用
GB/T 33194-2016,,
GB/T 25020.3-2016,,
GB/T 33348-2016,IEC 62501:2014,等同采用
GB/T 25020.2-2016,,
GB/T 33207-2016,,
GB/T 33314-2016,,
GB/T 10322.5-2016,ISO 3087:2011,等同采用
GB/T 33356-2016,,
GB/T 17626.3-2016,IEC 61000-4-3:2010,等同采用
GB/T 25020.4-2016,,
GB/T 33352-2016,,
GB/T 19212.1-2016,IEC 61558-1:2009,修改采用
GB/T 33210-2016,,
GB/T 27021.3-2016,ISO/IEC TS 17021-3:2013,等同采用
GB/T 6974.4-2016,,
GB/T 26949.8-2016,ISO 22915-8:2008,等同采用
GB/T 33136-2016,,
GB/T 26949.21-2016,ISO 22915-21:2009,等同采用
GB/T 25067-2016,ISO/IEC 27006:2011,等同采用
GB/T 33145-2016,,
GB/T 33134-2016,,
GB/T 33057-2016,,
GB/T 26949.4-2016,ISO 22915-4:2009,等同采用
GB/T 26949.7-2016,ISO 22915-7:2009,等同采用
GB/T 22484-2016,,
GB/T 33174-2016,ISO 55002:2014,等同采用
GB/T 13460-2016,,
GB/T 33165-2016,,
GB/T 33143-2016,,
GB/T 22181.24-2016,,
GB/T 33130-2016,,
GB/T 33126-2016,,
GB/T 3195-2016,,
GB/T 32971-2016,,
GB/T 32922-2016,,
GB/T 32920-2016,ISO/IEC 27010:2012,等同采用
GB/T 32935-2016,,
GB/T 32903-2016,,
GB/T 6556-2016,,
GB/T 32914-2016,,
GB/T 32865-2016,,
GB/T 22081-2016,ISO/IEC 27002:2013,等同采用
GB/Z 32916-2016,ISO/IEC TR 27008:2011,等同采用
GB/T 32917-2016,,
GB/T 32945-2016,,
GB/T 32974-2016,,
GB/T 19954.1-2016,,
GB/T 32895-2016,,
GB/T 4502-2016,ISO 10191:2010,修改采用
GB/T 2977-2016,,
GB/T 32718-2016,,
GB/T 32877-2016,IEC/TS 60034-2-3:2013,等同采用
GB/T 7247.4-2016,IEC 60825-4:2011,等同采用
GB/T 7247.3-2016,IEC/TR 60825-3:2008,等同采用
GB/T 10444-2016,,
GB/T 32934-2016,,
GB/T 32960.3-2016,,
GB/T 18973-2016,,
GB/T 19954.2-2016,,
GB/T 14794-2016,,
GB/Z 32906-2016,,
GB/T 32873-2016,,
GB/T 32825-2016,,
GB/T 32778-2016,,
GB/T 32842-2016,,
GB/T 28181-2016,,
GB/T 32694-2016,,
GB 18565-2016,,
GB/T 15776-2016,,
GB/Z 32711-2016,,
GB/T 4501-2016,ISO 10454:1993,修改采用
GB/T 32614-2016,,
GB/T 17421.2-2016,ISO 230-2:2006,等同采用
GB/T 32592-2016,,
GB/T 32470-2016,,
GB/T 6113.203-2016,CISPR 16-2-3:2010,等同采用
GB/T 6113.104-2016,CISPR 16-1-4:2012,等同采用
GB/T 32590.1-2016,IEC 62290-1:2006,修改采用
GB/T 6113.101-2016,CISPR 16-1-1:2010,等同采用
GB/T 16432-2016,ISO 9999:2011,等同采用
GB/T 15843.3-2016,ISO/IEC 9798-3:1998/AMD.1:2010,等同采用
GB/T 14048.11-2016,IEC 60947-6-1:2013,修改采用
GB/T 32622-2016,,
GB/T 6730.73-2016,,
GB 32166.1-2016,,
GB/T 18802.31-2016,,
GB/T 20833.1-2016,IEC TS 60034-27:2006,等同采用
GB 16757-2016,,
GB/T 10432.2-2016,ISO 13918:2008,修改采用
GB/T 16824.1-2016,ISO 7053:2011,修改采用
GB/T 1796.2-2016,ISO 9413:1998,非等效采用
GB/T 9766.2-2016,,
GB/T 32520-2016,IEC 60099-8:2011,修改采用
GB/T 5972-2016,ISO 4309:2010,等同采用
GB/T 32482.1-2016,IEC 62707-1:2013,等同采用
GB/T 32484-2016,ISO 16253:2007,修改采用
GB/T 20835-2016,,
GB/T 25774.2-2016,ISO 15792-2:2000,修改采用
GB/T 32507-2016,,
GB/Z 32501-2016,,
GB/T 17948.4-2016,IEC 60034-18-32:2010,等同采用
GB/T 19077-2016,ISO 13320:2009,等同采用
GB/T 32517-2016,IEC 61535:2012,修改采用
GB/T 14560-2016,,
GB/T 19436.4-2016,IEC/TR 61496-4:2007,等同采用
GB/T 20290-2016,IEC 60436:2012,修改采用
GB/T 32323-2015,,
GB/T 20056-2015,ISO 3030:2011,等同采用
GB/T 32357-2015,,
GB/T 32346.2-2015,,
GB/T 32356-2015,,
GB/T 32347.1-2015,IEC 62498-1:2010,修改采用
GB/T 18290.5-2015,IEC 60352-5:2003,等同采用
GB/T 15157.2-2015,IEC 60603-2:1995,等同采用
GB/T 32371.1-2015,,
GB/T 32371.3-2015,,
GB/T 32372-2015,ISO 14676:1997,修改采用
GB/T 32361-2015,,
GB/T 32369-2015,,
GB/T 18787.3-2015,,
GB/T 18787.4-2015,,
GB/T 32397-2015,,
GB/T 32396-2015,,
GB/T 32425-2015,,
GB/T 32340-2015,,
GB/T 18290.2-2015,IEC 60352-2:2006,等同采用
GB/T 32341-2015,,
GB/T 32343-2015,,
GB/T 32344-2015,,
GB/T 32400-2015,ISO/IEC 17788:2014,等同采用
GB/T 32398-2015,,
GB/T 32426-2015,,
GB/T 31000-2015,,
GB 32459-2015,,
GB 32460-2015,,
GB/T 32462-2015,,
GB/T 32463-2015,,
GB/T 18746-2015,,
GB/T 32301-2015,ISO 16458:2004,非等效采用
GB/T 32308-2015,ISO 26872:2010,非等效采用
GB/T 32303-2015,ISO 21347:2005,修改采用
GB/T 32300-2015,,
GB/Z 32332.2-2015,ISO/TR 1281-2:2008,等同采用
GB/T 32333-2015,,
GB 18280.2-2015,ISO 11137-2:2006,等同采用
GB/T 32321-2015,,
GB/T 12415-2015,,
GB/T 12808-2015,,
GB/T 32434-2015,ISO 21307:2011,修改采用
GB/T 32447-2015,ISO/TS 16179:2012,等同采用
GB/T 32436-2015,,
GB/T 32346.1-2015,,
GB/T 32355.5-2015,,
GB 18280.1-2015,ISO 11137-1:2006,等同采用
GB/T 32328-2015,,
GB/T 18280.3-2015,ISO 11137-3:2006,等同采用
GB/T 32350.1-2015,IEC 62497-1:2010,修改采用
GB/T 32349-2015,IEC 62520:2011,修改采用
GB/T 32346.3-2015,,
GB/T 32350.2-2015,IEC 62497-2:2010,修改采用
GB/T 13550-2015,,
GB/T 32345-2015,,
GB/T 32415-2015,,
GB/T 32427-2015,ISO/IEC 16680:2012,修改采用
GB/T 32394-2015,,
GB/Z 32342-2015,,
GB/T 32382-2015,ISO 16537:2012,等同采用
GB/T 32375-2015,,
GB/T 32380-2015,,
GB/T 20474-2015,,
GB/T 19686-2015,,
GB/T 32378-2015,ISO 10471:2003,等同采用
GB/T 32410-2015,,
GB/T 14206-2015,,
GB/T 32423-2015,,
GB/T 32408-2015,,
GB/T 13941-2015,,
GB/T 32364-2015,ISO 8975:1989,修改采用
GB/T 13658-2015,,
GB/T 14491-2015,,
GB/T 20463-2015,ISO 8096:2005,修改采用
GB/T 32363.2-2015,ISO 1874-2:2012,等同采用
GB/T 32362-2015,,
GB/T 32388-2015,,
GB/T 4756-2015,ISO 3170:2004,修改采用
GB/T 32432-2015,,
GB/Z 32458-2015,ISO/TR 17766:2005,等同采用
GB/T 32389-2015,,
GB/T 4661-2015,,
GB/T 9065.1-2015,ISO 12151-1:2010,修改采用
GB/T 13824-2015,ISO 2954:2012,等同采用
GB/T 11348.4-2015,ISO 7979-4:2009,等同采用
GB/T 20970-2015,ISO 14310:2008,修改采用
GB/T 6170-2015,ISO 4032:2012,修改采用
GB/T 22393-2015,ISO 17359:2011,等同采用
GB/T 820-2015,ISO 7047:2011,修改采用
GB/T 32454-2015,,
GB/T 32365-2015,,
GB/T 18854-2015,ISO 11171:2010,修改采用
GB/T 18853-2015,ISO 16889:2008,修改采用
GB/T 32336-2015,ISO 15552:2004,等同采用
GB/T 32331-2015,ISO 583:2007,等同采用
GB/T 28267.2-2015,ISO 15236-2:2004,修改采用
GB/T 5754.1-2015,ISO 7622-1:2013,等同采用
GB/T 32451-2015,ISO 14300-1:2011,修改采用
GB/T 32457-2015,ISO 14890:2013,等同采用
GB/T 32453-2015,,
GB/T 13277.2-2015,ISO 8573-2:2007,修改采用
GB/T 32330-2015,ISO 21180:2013,等同采用
GB/T 7811-2015,ISO 15241:2012,等同采用
GB 17411-2015,,
GB/T 11133-2015,,
GB/T 32421-2015,,
GB/T 32403.2-2015,,
GB/T 11079-2015,,
GB/T 8018-2015,,
GB 20997-2015,,
GB/T 21283.6-2015,,
GB/T 13441.5-2015,ISO 2631-5:2004,等同采用
GB/T 6075.4-2015,ISO 10816-4:2009,等同采用
GB/T 32335-2015,ISO 21289:2008,等同采用
GB/T 22394.1-2015,ISO 13379-1:2012,等同采用
GB/T 32370-2015,,
GB/T 19706-2015,,
GB/T 32368-2015,,
GB/T 13097-2015,,
GB/T 7123.1-2015,ISO 10364:2007,修改采用
GB/T 32367-2015,,
GB/T 32363.1-2015,ISO 1874-1:2010,等同采用
GB/T 13277.4-2015,ISO 8573-4:2001,修改采用
GB/T 28267.4-2015,ISO 15236-4:2004,等同采用
GB/T 13277.3-2015,ISO 8573-3:1999,修改采用
GB/T 32377-2015,,
GB/T 32376-2015,,
GB/T 17146-2015,ISO 12572:2001,修改采用
GB/T 9766.1-2015,,
GB/T 6075.7-2015,ISO 10816-7:2009,等同采用
GB/T 32384-2015,,
GB/T 1792-2015,,
GB/T 5487-2015,,
GB/T 3319-2015,UIC 614 O:1990,修改采用
GB/T 8020-2015,,
GB/T 32234.8-2015,ISO 12402-8:2006,等同采用
GB/T 5914.1-2015,"UIC 617-7:1964,UIC 625-6:19643",非等效采用
GB/T 1910-2015,,
GB/T 32435-2015,,
GB/T 23718.4-2015,ISO 18436-4:2014,等同采用
GB/T 889.1-2015,ISO 7040:2012,修改采用
GB/T 32322.1-2015,ISO 12090-1:2011,等同采用
GB/T 304.2-2015,,
GB/T 6173-2015,ISO 8675:2012,修改采用
GB/T 22343-2015,,
GB/T 25428-2015,,
GB/T 32392.1-2015,ISO/IEC 19763-1:2007,等同采用
GB/T 32417-2015,ISO/IEC 10779:2008,等同采用
GB/T 18787.1-2015,,
GB/T 32392.2-2015,,
GB/T 32296-2015,,
GB/T 32299-2015,ISO 17666:2003,修改采用
GB/T 32306-2015,ISO 14619:2003,等同采用
GB/T 32305-2015,ISO 14300-2:2011,等同采用
GB/T 32443-2015,,
GB/T 19341-2015,,
GB/T 32433-2015,,
GB/T 7968-2015,,
GB/T 5959.10-2015,IEC 60519-10:2013,等同采用
GB/T 21562.3-2015,IEC/TR 62278-3:2010,修改采用
GB/T 32325-2015,,
GB/T 32295-2015,,
GB/T 32298-2015,,
GB/T 32297-2015,ISO 16781:2013,修改采用
GB/T 32304-2015,,
GB/T 32302-2015,,
GB/T 32327-2015,,
GB 32449-2015,,
GB/T 32329-2015,,
GB/T 32347.2-2015,IEC 62498-2:2010,修改采用
GB/T 25123.4-2015,IEC 60349-4:2012,修改采用
GB/T 32348.2-2015,IEC 62395-2:2013,等同采用
GB/T 32351-2015,,
GB/T 32381-2015,ISO 29802:2009,修改采用
GB/T 32379-2015,,
GB/T 32428-2015,,
GB/T 32326-2015,,
GB/T 11297.11-2015,,
GB/T 4023-2015,IEC 60747-2:2000,等同采用
GB/T 11297.8-2015,,
GB/T 32430-2015,,
GB/T 32413-2015,,
GB/T 32431-2015,,
GB/T 32422-2015,,
GB/T 32412-2015,,
GB/T 32424-2015,ISO/IEC 26514:2008,修改采用
GB/T 32390-2015,,
GB/T 32409-2015,,
GB/T 32411-2015,,
GB/T 32391-2015,,
GB/T 32395-2015,,
GB/T 32392.3-2015,ISO/IEC 19763-3:2007,等同采用
GB/T 32403.1-2015,,
GB/T 31301.5-2015,,
GB/T 16680-2015,ISO/IEC 26511:2011,等同采用
GB/T 301-2015,,
GB/T 21410-2015,ISO 16070:2005,修改采用
GB/T 16750-2015,,
GB/T 32338-2015,,
GB/T 32392.4-2015,,
GB/T 32404-2015,,
GB/T 32393-2015,,
GB/T 32405-2015,,
GB/T 32353-2015,,
GB/T 32358-2015,,
GB/T 31463.2-2015,IEC 61995-2:2009（Ed.1.0）,修改采用
GB/T 12803-2015,,
GB/T 16920-2015,ISO 7991-1987,非等效采用
GB/T 32442-2015,,
GB/T 12809-2015,ISO 384:1978,非等效采用
GB/T 32441-2015,,
GB/T 32439-2015,,
GB/T 32347.3-2015,IEC 62498-3:2010,修改采用
GB/T 21562.2-2015,,
GB/T 3766-2015,ISO 4413:2010,修改采用
GB/T 19835-2015,,
GB/T 32352-2015,,
GB/T 32355.1-2015,,
GB/T 18290.4-2015,IEC 60352-4:1994,等同采用
GB/T 15291-2015,IEC 60747-6:2000,等同采用
GB/T 32385.1-2015,,
GB/T 32448-2015,,
GB/T 32348.1-2015,IEC 62395-1:2013,等同采用
GB/T 32371.2-2015,,
GB/T 32373-2015,,
GB/T 32359-2015,,
GB/T 32418-2015,,
GB/T 30269.302-2015,,
GB/T 32420-2015,,
GB/T 32416-2015,,
GB/T 11313.29-2015,IEC 61169-29:2005,非等效采用
GB/T 11297.10-2015,,
GB/T 11297.9-2015,,
GB/T 32386-2015,,
GB/T 32414-2015,,
GB/T 32419.1-2015,,
GB/T 32429-2015,,
GB/T 32466-2015,,
GB/T 32465-2015,,
GB/T 32464-2015,,
GB/T 32406-2015,,
GB/T 19286-2015,,
GB/T 32407-2015,,
GB/T 9647-2015,ISO 9969:2007,等同采用
GB/T 32444-2015,,
GB/T 32467-2015,,
GB/T 32461-2015,,
GB/Z 32332.1-2015,ISO/TR 1281-1:2008,等同采用
GB/T 32337-2015,ISO 15218:2003,等同采用
GB/T 32324-2015,,
GB/T 32334-2015,,
GB/T 32322.2-2015,ISO 12090-2:2011,等同采用
GB/T 32437-2015,,
GB/T 32402-2015,IETF RFC 1983:1996,非等效采用
GB/T 4219.2-2015,ISO 15493:2003,非等效采用
GB/T 32445-2015,,
GB/T 32355.4-2015,,
GB/T 32354-2015,,
GB/T 32355.2-2015,,
GB 32438-2015,,
GB/T 4771-2015,,
GB 7000.1-2015,IEC 60598-1:2014,等同采用
GB/T 32401-2015,,
GB/T 32387-2015,,
GB/T 32371.4-2015,,
GB/T 32360-2015,,
GB/T 32318-2015,,
GB/T 32314-2015,,
GB/T 32316-2015,,
GB/T 32317-2015,,
GB/T 32313-2015,,
GB/T 32320-2015,,
GB/T 32312-2015,,
GB/T 32315-2015,,
GB/T 20234.2-2015,,
GB/T 32290-2015,,
GB/T 20013.3-2015,IEC TR 61948-3:2005,等同采用
GB/T 14232.2-2015,ISO 3826-2:2008,等同采用
GB/T 18987-2015,IEC 61217:2008,等同采用
GB/T 31052.5-2015,,
GB/T 32274-2015,ISO 19452:2008,修改采用
GB/T 26950.2-2015,,
GB/T 32273-2015,ISO 19433:2008,修改采用
GB/T 2998-2015,ISO 5016:1997,修改采用
GB 32276-2015,,
GB 18281.4-2015,ISO 11138-4:2006,等同采用
GB 18279.1-2015,ISO 11135-1:2007,等同采用
GB/T 32217-2015,ISO 7986:1997,修改采用
GB/T 32265.1-2015,ISO 20282-1:2006,等同采用
GB/T 32230-2015,,
GB/T 32268-2015,,
GB/T 20564.8-2015,,
GB/T 2997-2015,ISO 5017:2013,修改采用
GB/T 17213.4-2015,IEC 60534-4:2006,等同采用
GB/T 32195-2015,,
GB/T 17213.10-2015,IEC 60534-2-4:2009,等同采用
GB/T 17213.1-2015,IEC 60534-1:2005,等同采用
GB/T 32267-2015,,
GB/T 32247-2015,,
GB/T 32253-2015,,
GB/T 14896.5-2015,,
GB/T 18376.3-2015,,
GB/T 32184-2015,,
GB/T 32185-2015,,
GB/T 3849.1-2015,ISO 3738-1:1982,非等效采用
GB/T 32178-2015,,
GB/T 14896.7-2015,,
GB/T 32255-2015,,
GB/T 32237-2015,,
GB/T 20830-2015,IEC 61784-3-3:2010,等同采用
GB/T 32172-2015,,
GB/T 32171-2015,,
GB/T 32175-2015,,
GB/T 32174-2015,,
GB/T 32153-2015,ISO 5963:1985,非等效采用
GB/T 32089-2015,,
GB 18278.1-2015,ISO 17665-1:2006,等同采用
